rental_id,date,hour,minute,user_id,station_id,duration_minutes
R005068,2017-01-04,21,13,U0932,S007,23
R005069,2017-01-04,21,10,U0066,S088,17
R005070,2017-01-04,21,40,U0711,S090,28
R005071,2017-01-04,21,22,U0915,S023,42
R005072,2017-01-04,21,53,U0318,S022,17
R005073,2017-01-04,21,0,U0967,S082,47
R005074,2017-01-04,21,4,U0483,S004,54
R005075,2017-01-04,21,31,U0032,S052,59
R005076,2017-01-04,21,13,U0799,S092,33
R005077,2017-01-04,21,24,U0480,S080,19
R005078,2017-01-04,21,20,U0770,S048,19
R005079,2017-01-04,21,16,U0213,S030,49
R005080,2017-01-04,21,8,U0972,S041,34
R005081,2017-01-04,21,57,U0245,S035,55
R005082,2017-01-04,21,25,U0774,S090,54
R005083,2017-01-04,21,11,U0270,S011,21
R005084,2017-01-04,21,18,U0945,S088,29
R005085,2017-01-04,21,6,U0321,S023,56
R005086,2017-01-04,21,29,U0954,S001,36
R005087,2017-01-04,21,34,U0870,S011,54
R005088,2017-01-04,21,16,U0332,S086,54
R005089,2017-01-04,21,11,U0972,S018,26
R005090,2017-01-04,21,37,U0507,S024,49
R005091,2017-01-04,21,3,U0190,S057,37
R005092,2017-01-04,21,40,U0519,S041,37
R005093,2017-01-04,21,11,U0858,S073,30
R005094,2017-01-04,21,42,U0244,S046,38
R005095,2017-01-04,21,36,U0415,S008,58
R005096,2017-01-04,21,44,U0971,S002,51
R005097,2017-01-04,21,49,U0855,S021,36
R005098,2017-01-04,21,9,U0499,S054,24
R005099,2017-01-04,21,14,U0449,S098,17
R005100,2017-01-04,21,50,U0146,S090,38
R005101,2017-01-04,21,14,U0594,S007,39
R005102,2017-01-04,21,19,U0041,S011,19
R005103,2017-01-04,21,21,U0372,S041,17
R005104,2017-01-04,21,54,U0353,S015,18
R005105,2017-01-04,21,6,U0062,S044,41
R005106,2017-01-04,21,4,U0493,S028,46
R005107,2017-01-04,21,0,U0767,S093,51
R005108,2017-01-04,21,47,U0463,S024,51
R005109,2017-01-04,21,50,U0754,S045,15
R005110,2017-01-04,21,2,U0060,S084,56
R005111,2017-01-04,21,36,U0426,S088,16
R005112,2017-01-04,21,2,U0582,S088,40
R005113,2017-01-04,21,41,U0506,S076,51
R005114,2017-01-04,21,57,U0695,S034,42
R005115,2017-01-04,21,57,U0536,S057,50
R005116,2017-01-04,21,26,U0374,S082,18
R005117,2017-01-04,21,53,U0072,S080,19
R005118,2017-01-04,21,43,U0392,S044,49
R005119,2017-01-04,21,2,U0685,S005,39
R005120,2017-01-04,21,22,U0271,S057,60
R005121,2017-01-04,21,15,U0367,S037,43
R005122,2017-01-04,21,0,U0624,S006,45
R005123,2017-01-04,21,40,U0196,S064,31
R005124,2017-01-04,21,48,U0012,S013,17
R005125,2017-01-04,21,34,U0068,S098,59
R005126,2017-01-04,21,35,U0594,S057,30
R005127,2017-01-04,21,58,U0535,S091,45
R005128,2017-01-04,21,26,U0875,S025,47
R005129,2017-01-04,22,32,U0566,S019,21
R005130,2017-01-04,22,8,U0275,S059,22
R005131,2017-01-04,22,10,U0261,S048,47
R005132,2017-01-04,22,46,U0034,S046,42
R005133,2017-01-04,22,48,U0165,S067,28
R005134,2017-01-04,22,30,U0941,S024,49
R005135,2017-01-04,22,10,U0200,S010,38
R005136,2017-01-04,22,0,U0151,S033,36
R005137,2017-01-04,22,3,U0435,S060,50
R005138,2017-01-04,22,11,U0426,S060,50
R005139,2017-01-04,22,35,U0492,S004,20
R005140,2017-01-04,22,13,U0245,S089,52
R005141,2017-01-04,22,39,U0242,S077,35
R005142,2017-01-04,22,18,U0010,S017,51
R005143,2017-01-04,22,34,U0334,S001,44
R005144,2017-01-04,22,8,U0771,S057,59
R005145,2017-01-04,22,40,U0373,S015,45
R005146,2017-01-04,22,59,U0779,S012,25
R005147,2017-01-04,22,53,U0373,S045,60
R005148,2017-01-04,22,14,U0816,S021,59
R005149,2017-01-04,22,8,U0929,S029,21
R005150,2017-01-04,22,42,U0623,S092,39
R005151,2017-01-04,22,9,U0621,S097,50
R005152,2017-01-04,22,3,U0846,S071,48
R005153,2017-01-04,22,16,U0960,S001,17
R005154,2017-01-04,22,5,U0772,S024,60
R005155,2017-01-04,22,17,U0525,S025,18
R005156,2017-01-04,22,17,U0975,S056,36
R005157,2017-01-04,22,31,U0624,S090,30
R005158,2017-01-04,22,17,U0914,S022,45
R005159,2017-01-04,22,41,U0205,S013,49
R005160,2017-01-04,22,13,U0141,S083,59
R005161,2017-01-04,22,46,U0186,S078,53
R005162,2017-01-04,22,8,U0668,S093,28
R005163,2017-01-04,22,59,U0732,S085,19
R005164,2017-01-04,22,47,U0513,S022,50
R005165,2017-01-04,22,55,U0176,S009,39
R005166,2017-01-04,22,33,U0427,S046,53
R005167,2017-01-04,22,47,U0049,S068,24
R005168,2017-01-04,22,7,U0251,S016,47
R005169,2017-01-04,22,4,U0953,S067,52
R005170,2017-01-04,22,26,U0259,S074,45
R005171,2017-01-04,22,23,U0726,S063,26
R005172,2017-01-04,22,36,U0715,S093,47
R005173,2017-01-04,22,38,U0902,S001,32
R005174,2017-01-04,22,45,U0936,S088,36
R005175,2017-01-04,22,12,U0194,S047,34
R005176,2017-01-04,22,44,U0012,S073,18
R005177,2017-01-04,22,0,U0940,S013,57
R005178,2017-01-04,22,43,U0791,S056,21
R005179,2017-01-04,23,32,U0124,S088,51
R005180,2017-01-04,23,54,U0026,S003,47
R005181,2017-01-04,23,32,U0147,S084,40
R005182,2017-01-04,23,40,U0070,S021,38
R005183,2017-01-04,23,56,U0686,S077,38
R005184,2017-01-04,23,2,U0224,S012,18
R005185,2017-01-04,23,34,U0060,S054,34
R005186,2017-01-04,23,47,U0463,S088,52
R005187,2017-01-04,23,31,U0257,S088,33
R005188,2017-01-04,23,38,U0233,S096,31
R005189,2017-01-04,23,43,U0910,S010,34
R005190,2017-01-04,23,39,U0129,S061,56
R005191,2017-01-04,23,6,U0148,S039,17
R005192,2017-01-04,23,47,U0774,S049,43
R005193,2017-01-04,23,39,U0759,S078,42
R005194,2017-01-04,23,59,U0854,S006,40
R005195,2017-01-04,23,26,U0382,S021,27
R005196,2017-01-04,23,9,U0909,S075,58
R005197,2017-01-04,23,40,U0229,S096,34
R005198,2017-01-04,23,15,U0184,S068,53
R005199,2017-01-04,23,46,U0291,S028,27
R005200,2017-01-04,23,19,U0403,S016,60
R005201,2017-01-04,23,58,U0774,S004,29
R005202,2017-01-04,23,52,U0213,S034,51
R005203,2017-01-04,23,45,U0033,S032,41
R005204,2017-01-04,23,5,U0879,S095,37
R005205,2017-01-04,23,42,U0818,S070,15
R005206,2017-01-04,23,38,U0148,S036,34
R005207,2017-01-04,23,36,U0589,S009,56
R005208,2017-01-04,23,43,U0109,S080,53
R005209,2017-01-04,23,24,U0724,S050,39
R005210,2017-01-04,23,16,U0536,S051,25
R005211,2017-01-04,23,14,U0941,S021,44
R005212,2017-01-04,23,12,U0055,S020,27
R005213,2017-01-04,23,35,U0716,S073,23
R005214,2017-01-04,23,21,U0275,S011,25
R005215,2017-01-04,23,51,U0427,S026,39
R005216,2017-01-04,23,15,U0214,S016,23
R005217,2017-01-04,23,56,U0005,S054,42
R005218,2017-01-04,23,8,U0737,S063,22
R005219,2017-01-04,23,46,U0095,S002,20
R005220,2017-01-04,23,18,U0362,S065,33
R005221,2017-01-04,23,29,U0769,S008,24
R005222,2017-01-04,23,11,U0399,S047,31
R005223,2017-01-04,23,56,U0939,S052,28
R005224,2017-01-04,23,23,U0488,S072,41
R005225,2017-01-04,23,42,U0502,S048,57
R005226,2017-01-04,23,3,U0505,S054,23
R005227,2017-01-04,23,23,U0408,S051,36
R005228,2017-01-04,23,34,U0429,S059,56
R005229,2017-01-04,23,15,U0957,S097,50
R005230,2017-01-04,23,14,U0639,S006,59
R005231,2017-01-04,23,15,U0115,S050,35
R005232,2017-01-04,23,16,U0659,S030,32
R005233,2017-01-04,23,12,U0604,S090,58
R005234,2017-01-04,23,52,U0237,S051,24
R005235,2017-01-04,23,2,U0129,S020,21
R005236,2017-01-04,23,51,U0119,S011,58
R005237,2017-01-05,0,27,U0742,S100,55
R005238,2017-01-05,0,13,U0259,S094,36
R005239,2017-01-05,0,57,U0127,S050,27
R005240,2017-01-05,0,17,U0097,S089,38
R005241,2017-01-05,0,8,U0757,S073,30
R005242,2017-01-05,0,5,U0615,S087,42
R005243,2017-01-05,0,11,U0924,S035,38
R005244,2017-01-05,0,21,U0553,S064,51
R005245,2017-01-05,0,18,U0455,S043,45
R005246,2017-01-05,0,23,U0031,S059,32
R005247,2017-01-05,0,1,U0628,S052,40
R005248,2017-01-05,0,34,U0833,S076,39
R005249,2017-01-05,0,44,U0288,S092,53
R005250,2017-01-05,0,58,U0619,S093,47
R005251,2017-01-05,0,0,U0983,S035,39
R005252,2017-01-05,0,36,U0801,S093,19
R005253,2017-01-05,1,50,U0351,S085,27
R005254,2017-01-05,1,53,U0976,S036,22
R005255,2017-01-05,1,40,U0947,S095,27
R005256,2017-01-05,1,27,U0508,S023,39
R005257,2017-01-05,1,59,U0565,S056,54
R005258,2017-01-05,1,45,U0104,S065,37
R005259,2017-01-05,1,48,U0872,S059,37
R005260,2017-01-05,1,16,U0550,S034,60
R005261,2017-01-05,1,34,U0314,S035,24
R005262,2017-01-05,1,55,U0820,S088,48
R005263,2017-01-05,1,16,U0433,S084,40
R005264,2017-01-05,1,49,U0249,S087,26
R005265,2017-01-05,1,25,U0345,S064,16
R005266,2017-01-05,1,30,U0840,S007,53
R005267,2017-01-05,1,12,U0430,S015,56
R005268,2017-01-05,1,20,U0649,S064,26
R005269,2017-01-05,1,28,U0429,S025,51
R005270,2017-01-05,1,48,U0323,S083,55
R005271,2017-01-05,1,16,U0904,S021,46
R005272,2017-01-05,1,8,U0506,S083,30
R005273,2017-01-05,1,9,U0196,S087,37
R005274,2017-01-05,1,13,U0101,S004,23
R005275,2017-01-05,1,13,U0910,S089,38
R005276,2017-01-05,1,44,U0974,S068,54
R005277,2017-01-05,1,9,U0258,S053,37
R005278,2017-01-05,1,9,U0026,S044,57
R005279,2017-01-05,1,10,U0778,S095,58
R005280,2017-01-05,1,58,U0463,S019,28
R005281,2017-01-05,1,45,U0133,S029,30
R005282,2017-01-05,1,32,U0286,S057,24
R005283,2017-01-05,1,1,U0395,S060,25
R005284,2017-01-05,1,40,U0204,S058,24
R005285,2017-01-05,1,6,U0446,S017,55
R005286,2017-01-05,1,48,U0306,S074,59
R005287,2017-01-05,1,38,U0417,S056,43
R005288,2017-01-05,1,18,U0143,S052,29
R005289,2017-01-05,1,16,U0981,S088,59
R005290,2017-01-05,1,9,U0926,S042,54
R005291,2017-01-05,1,22,U0335,S053,27
R005292,2017-01-05,1,35,U0089,S025,48
R005293,2017-01-05,1,42,U0713,S025,53
R005294,2017-01-05,1,54,U0287,S060,53
R005295,2017-01-05,1,47,U0727,S001,26
R005296,2017-01-05,1,36,U0960,S015,15
R005297,2017-01-05,1,9,U0638,S036,33
R005298,2017-01-05,1,45,U0214,S008,38
R005299,2017-01-05,1,52,U0420,S083,45
R005300,2017-01-05,1,42,U0849,S006,59
R005301,2017-01-05,1,43,U0952,S098,59
R005302,2017-01-05,1,40,U0169,S081,29
R005303,2017-01-05,1,55,U0460,S090,37
R005304,2017-01-05,1,11,U0200,S046,29
R005305,2017-01-05,1,11,U0504,S020,23
R005306,2017-01-05,1,46,U0832,S057,29
R005307,2017-01-05,1,22,U0341,S069,42
R005308,2017-01-05,1,25,U0941,S009,42
R005309,2017-01-05,1,3,U0355,S004,20
R005310,2017-01-05,1,24,U0228,S048,47
R005311,2017-01-05,1,11,U0774,S042,37
R005312,2017-01-05,1,52,U0865,S084,17
R005313,2017-01-05,1,56,U0093,S067,45
R005314,2017-01-05,1,39,U0497,S085,40
R005315,2017-01-05,1,21,U0641,S006,20
R005316,2017-01-05,1,13,U0458,S005,18
R005317,2017-01-05,1,23,U0389,S004,50
R005318,2017-01-05,1,41,U0703,S020,44
R005319,2017-01-05,1,3,U0876,S062,17
R005320,2017-01-05,1,57,U0503,S088,47
R005321,2017-01-05,1,24,U0394,S023,26
R005322,2017-01-05,1,15,U0126,S094,39
R005323,2017-01-05,1,53,U0036,S017,53
R005324,2017-01-05,1,57,U0056,S009,46
R005325,2017-01-05,1,40,U0938,S040,22
R005326,2017-01-05,1,50,U0694,S024,47
R005327,2017-01-05,1,46,U0740,S041,25
R005328,2017-01-05,1,30,U0843,S060,27
R005329,2017-01-05,1,55,U0218,S085,39
R005330,2017-01-05,1,51,U0549,S025,17
R005331,2017-01-05,1,15,U0601,S016,21
R005332,2017-01-05,1,4,U0878,S055,15
R005333,2017-01-05,1,54,U0380,S004,46
R005334,2017-01-05,1,41,U0970,S078,22
R005335,2017-01-05,1,7,U0181,S039,24
R005336,2017-01-05,1,34,U0159,S030,40
R005337,2017-01-05,1,3,U0215,S074,21
R005338,2017-01-05,1,17,U0097,S089,37
R005339,2017-01-05,1,25,U0395,S016,56
R005340,2017-01-05,1,43,U0784,S099,50
R005341,2017-01-05,1,50,U0607,S028,29
R005342,2017-01-05,1,31,U0768,S098,50
R005343,2017-01-05,1,17,U0109,S051,58
R005344,2017-01-05,1,6,U0969,S068,50
R005345,2017-01-05,1,52,U0621,S081,55
R005346,2017-01-05,1,15,U0468,S089,26
R005347,2017-01-05,1,0,U0341,S012,60
R005348,2017-01-05,1,31,U0268,S064,20
R005349,2017-01-05,1,42,U0235,S022,46
R005350,2017-01-05,1,20,U0387,S005,57
R005351,2017-01-05,2,10,U0247,S061,58
R005352,2017-01-05,2,42,U0997,S085,36
R005353,2017-01-05,2,0,U1000,S047,36
R005354,2017-01-05,2,4,U0508,S050,42
R005355,2017-01-05,2,39,U0830,S009,32
R005356,2017-01-05,2,55,U0143,S041,16
R005357,2017-01-05,2,41,U0730,S094,51
R005358,2017-01-05,2,31,U0999,S036,57
R005359,2017-01-05,2,6,U0345,S061,20
R005360,2017-01-05,2,8,U0257,S006,51
R005361,2017-01-05,2,46,U0026,S047,39
R005362,2017-01-05,2,42,U0119,S041,52
R005363,2017-01-05,2,5,U0233,S033,28
R005364,2017-01-05,2,9,U0831,S073,52
R005365,2017-01-05,2,19,U0662,S010,35
R005366,2017-01-05,2,4,U0182,S023,43
R005367,2017-01-05,2,12,U0443,S081,50
R005368,2017-01-05,2,36,U0751,S085,46
R005369,2017-01-05,2,15,U0065,S009,37
R005370,2017-01-05,2,48,U0591,S048,26
R005371,2017-01-05,2,45,U0884,S012,18
R005372,2017-01-05,2,27,U0307,S055,45
R005373,2017-01-05,2,57,U0710,S093,15
R005374,2017-01-05,2,39,U0433,S035,23
R005375,2017-01-05,2,25,U0260,S010,16
R005376,2017-01-05,2,29,U0627,S010,31
R005377,2017-01-05,2,34,U0939,S073,25
R005378,2017-01-05,2,36,U0777,S099,42
R005379,2017-01-05,3,21,U0696,S012,40
R005380,2017-01-05,3,54,U0501,S054,51
R005381,2017-01-05,3,25,U0711,S026,53
R005382,2017-01-05,3,55,U0042,S050,52
R005383,2017-01-05,3,22,U0919,S045,30
R005384,2017-01-05,3,33,U0527,S055,53
R005385,2017-01-05,3,45,U0230,S089,30
R005386,2017-01-05,3,38,U0090,S005,60
R005387,2017-01-05,3,25,U0176,S033,31
R005388,2017-01-05,3,12,U0478,S043,32
R005389,2017-01-05,3,21,U0546,S005,52
R005390,2017-01-05,3,37,U0950,S003,43
R005391,2017-01-05,3,21,U0563,S053,33
R005392,2017-01-05,3,40,U0263,S032,29
R005393,2017-01-05,3,43,U0128,S046,51
R005394,2017-01-05,3,53,U0855,S041,32
R005395,2017-01-05,3,30,U0673,S090,41
R005396,2017-01-05,3,0,U0828,S029,31
R005397,2017-01-05,3,35,U0201,S061,16
R005398,2017-01-05,3,27,U0236,S026,48
R005399,2017-01-05,3,51,U0494,S005,58
R005400,2017-01-05,3,5,U0698,S076,57
R005401,2017-01-05,3,59,U0676,S095,59
R005402,2017-01-05,3,36,U0765,S050,50
R005403,2017-01-05,3,39,U0824,S035,25
R005404,2017-01-05,3,13,U0054,S073,24
R005405,2017-01-05,3,4,U0505,S055,29
R005406,2017-01-05,3,16,U0358,S079,18
R005407,2017-01-05,3,45,U0795,S024,52
R005408,2017-01-05,3,23,U0651,S060,36
R005409,2017-01-05,3,35,U0583,S057,47
R005410,2017-01-05,3,19,U0938,S011,41
R005411,2017-01-05,3,12,U0670,S015,23
R005412,2017-01-05,3,16,U0811,S082,53
R005413,2017-01-05,3,44,U0960,S073,45
R005414,2017-01-05,3,20,U0467,S084,28
R005415,2017-01-05,3,25,U0401,S046,51
R005416,2017-01-05,3,24,U0256,S018,57
R005417,2017-01-05,3,14,U0368,S073,49
R005418,2017-01-05,3,5,U0510,S090,56
R005419,2017-01-05,3,4,U0210,S049,48
R005420,2017-01-05,3,14,U0137,S029,52
R005421,2017-01-05,3,59,U0653,S042,32
R005422,2017-01-05,3,34,U0155,S027,21
R005423,2017-01-05,3,35,U0704,S007,30
R005424,2017-01-05,3,23,U0828,S089,25
R005425,2017-01-05,3,3,U0649,S048,21
R005426,2017-01-05,3,56,U0349,S076,15
R005427,2017-01-05,3,13,U0329,S060,51
R005428,2017-01-05,3,18,U0206,S093,43
R005429,2017-01-05,3,56,U0037,S002,23
R005430,2017-01-05,3,11,U0567,S023,18
R005431,2017-01-05,3,12,U0536,S048,59
R005432,2017-01-05,3,53,U0196,S045,26
R005433,2017-01-05,3,26,U0252,S015,22
R005434,2017-01-05,3,10,U0144,S021,45
R005435,2017-01-05,3,59,U0153,S068,17
R005436,2017-01-05,3,42,U0049,S021,45
R005437,2017-01-05,3,47,U0271,S060,35
R005438,2017-01-05,3,8,U0215,S053,34
R005439,2017-01-05,3,2,U0640,S087,48
R005440,2017-01-05,3,54,U0086,S027,37
R005441,2017-01-05,3,15,U0401,S055,27
R005442,2017-01-05,3,12,U0052,S039,33
R005443,2017-01-05,3,19,U0879,S031,55
R005444,2017-01-05,3,29,U0561,S011,60
R005445,2017-01-05,3,18,U0543,S041,41
R005446,2017-01-05,3,11,U0632,S079,38
R005447,2017-01-05,3,16,U0451,S038,36
R005448,2017-01-05,3,26,U0470,S068,45
R005449,2017-01-05,3,13,U0623,S080,52
R005450,2017-01-05,3,41,U0691,S072,23
R005451,2017-01-05,3,6,U0502,S073,23
R005452,2017-01-05,3,1,U0472,S098,17
R005453,2017-01-05,3,19,U0558,S043,30
R005454,2017-01-05,3,14,U0010,S079,15
R005455,2017-01-05,3,42,U0087,S051,17
R005456,2017-01-05,3,28,U0001,S045,34
R005457,2017-01-05,3,45,U0246,S037,32
R005458,2017-01-05,3,37,U0467,S053,51
R005459,2017-01-05,3,26,U0622,S085,42
R005460,2017-01-05,3,32,U0512,S056,34
R005461,2017-01-05,3,47,U0427,S032,39
R005462,2017-01-05,3,44,U0508,S039,19
R005463,2017-01-05,3,43,U0329,S043,24
R005464,2017-01-05,3,51,U0597,S097,54
R005465,2017-01-05,3,42,U0712,S034,29
R005466,2017-01-05,3,25,U0752,S038,51
R005467,2017-01-05,3,50,U0588,S096,18
R005468,2017-01-05,3,52,U0706,S029,16
R005469,2017-01-05,3,34,U0320,S040,24
R005470,2017-01-05,3,53,U0630,S091,37
R005471,2017-01-05,3,1,U0495,S033,21
R005472,2017-01-05,3,2,U0644,S010,23
R005473,2017-01-05,3,35,U0772,S040,22
R005474,2017-01-05,3,50,U0974,S079,28
R005475,2017-01-05,3,57,U0510,S016,44
R005476,2017-01-05,4,17,U0727,S008,55
R005477,2017-01-05,4,29,U0331,S011,27
R005478,2017-01-05,4,1,U0248,S023,43
R005479,2017-01-05,4,51,U0468,S030,51
R005480,2017-01-05,4,10,U0415,S095,19
R005481,2017-01-05,4,0,U0809,S075,26
R005482,2017-01-05,4,55,U0638,S072,21
R005483,2017-01-05,4,23,U0060,S099,23
R005484,2017-01-05,4,39,U0265,S034,20
R005485,2017-01-05,4,43,U0151,S063,20
R005486,2017-01-05,4,24,U0696,S022,18
R005487,2017-01-05,4,49,U0829,S031,22
R005488,2017-01-05,4,32,U0485,S004,48
R005489,2017-01-05,4,43,U0943,S028,44
R005490,2017-01-05,4,22,U0307,S035,47
R005491,2017-01-05,4,4,U0082,S092,17
R005492,2017-01-05,4,39,U0517,S017,30
R005493,2017-01-05,4,49,U0285,S006,59
R005494,2017-01-05,4,55,U0208,S017,37
R005495,2017-01-05,4,20,U0032,S070,59
R005496,2017-01-05,4,12,U0504,S038,50
R005497,2017-01-05,4,50,U0224,S059,41
R005498,2017-01-05,4,43,U0953,S009,54
R005499,2017-01-05,4,28,U0523,S075,18
R005500,2017-01-05,4,31,U0095,S095,57
R005501,2017-01-05,4,16,U0266,S099,19
R005502,2017-01-05,4,39,U0244,S003,44
R005503,2017-01-05,4,44,U0604,S012,18
R005504,2017-01-05,4,57,U0850,S059,46
R005505,2017-01-05,4,11,U0889,S092,33
R005506,2017-01-05,4,25,U0615,S021,59
R005507,2017-01-05,4,27,U0041,S021,17
R005508,2017-01-05,4,40,U0177,S085,55
R005509,2017-01-05,4,42,U0175,S017,29
R005510,2017-01-05,4,13,U0872,S038,53
R005511,2017-01-05,4,10,U0997,S007,24
R005512,2017-01-05,4,56,U0659,S048,37
R005513,2017-01-05,4,38,U0333,S008,21
R005514,2017-01-05,4,47,U0469,S057,52
R005515,2017-01-05,4,20,U0424,S093,54
R005516,2017-01-05,4,26,U0375,S053,54
R005517,2017-01-05,4,14,U0195,S034,31
R005518,2017-01-05,4,17,U0495,S085,59
R005519,2017-01-05,4,11,U0537,S070,37
R005520,2017-01-05,4,28,U0271,S060,26
R005521,2017-01-05,4,58,U0338,S094,53
R005522,2017-01-05,4,31,U0352,S100,35
R005523,2017-01-05,4,30,U0152,S014,22
R005524,2017-01-05,4,20,U0599,S061,46
R005525,2017-01-05,4,50,U0170,S083,21
R005526,2017-01-05,4,10,U0400,S082,26
R005527,2017-01-05,4,10,U0012,S089,26
R005528,2017-01-05,4,58,U0242,S064,24
R005529,2017-01-05,4,22,U0015,S042,46
R005530,2017-01-05,4,36,U0241,S034,39
R005531,2017-01-05,4,9,U0350,S053,31
R005532,2017-01-05,4,1,U0450,S014,30
R005533,2017-01-05,4,26,U0630,S080,29
R005534,2017-01-05,4,5,U0100,S077,50
R005535,2017-01-05,4,56,U0230,S024,44
R005536,2017-01-05,4,25,U0221,S034,26
R005537,2017-01-05,4,22,U0930,S007,25
R005538,2017-01-05,4,34,U0018,S050,16
R005539,2017-01-05,4,5,U0397,S047,38
R005540,2017-01-05,4,9,U0025,S082,33
R005541,2017-01-05,4,51,U0233,S070,24
R005542,2017-01-05,4,38,U0338,S030,24
R005543,2017-01-05,4,8,U0428,S069,22
R005544,2017-01-05,4,1,U0457,S057,39
R005545,2017-01-05,4,41,U0521,S020,26
R005546,2017-01-05,4,23,U0488,S087,39
R005547,2017-01-05,4,36,U0059,S061,58
R005548,2017-01-05,4,46,U0788,S081,35
R005549,2017-01-05,4,59,U0218,S019,58
R005550,2017-01-05,4,10,U0761,S044,31
R005551,2017-01-05,4,9,U0743,S065,52
R005552,2017-01-05,4,37,U0779,S009,56
R005553,2017-01-05,4,18,U0612,S024,39
R005554,2017-01-05,4,7,U0981,S020,27
R005555,2017-01-05,4,4,U0013,S041,27
R005556,2017-01-05,4,20,U0485,S077,15
R005557,2017-01-05,4,59,U0912,S006,59
R005558,2017-01-05,4,55,U0473,S075,49
R005559,2017-01-05,4,59,U0149,S089,27
R005560,2017-01-05,4,49,U0812,S044,27
R005561,2017-01-05,4,26,U0659,S050,33
R005562,2017-01-05,4,13,U0659,S051,33
R005563,2017-01-05,4,2,U0381,S098,34
R005564,2017-01-05,4,9,U0805,S069,43
R005565,2017-01-05,4,37,U0926,S037,16
R005566,2017-01-05,4,20,U0518,S092,34
R005567,2017-01-05,4,20,U0292,S033,47
R005568,2017-01-05,4,48,U0856,S065,48
R005569,2017-01-05,4,42,U0065,S093,46
R005570,2017-01-05,4,44,U0188,S095,47
R005571,2017-01-05,4,37,U0299,S019,53
R005572,2017-01-05,4,25,U0692,S032,52
R005573,2017-01-05,4,14,U0619,S063,36
R005574,2017-01-05,4,27,U0225,S032,15
R005575,2017-01-05,5,39,U0291,S023,39
R005576,2017-01-05,5,17,U0512,S010,55
R005577,2017-01-05,5,36,U0265,S048,40
R005578,2017-01-05,5,44,U0694,S096,33
R005579,2017-01-05,5,33,U0457,S038,40
R005580,2017-01-05,5,6,U0281,S066,34
R005581,2017-01-05,5,41,U0882,S085,22
R005582,2017-01-05,5,10,U0670,S015,53
R005583,2017-01-05,5,32,U0834,S092,42
R005584,2017-01-05,5,44,U0340,S048,23
R005585,2017-01-05,5,12,U0712,S069,28
R005586,2017-01-05,5,7,U0824,S020,33
R005587,2017-01-05,5,47,U0195,S056,57
R005588,2017-01-05,5,35,U0047,S070,26
R005589,2017-01-05,5,1,U0481,S054,22
R005590,2017-01-05,5,3,U0632,S069,54
R005591,2017-01-05,5,14,U0122,S064,24
R005592,2017-01-05,5,56,U0536,S052,60
R005593,2017-01-05,5,27,U0751,S039,42
R005594,2017-01-05,5,27,U0301,S002,24
R005595,2017-01-05,5,26,U0674,S014,26
R005596,2017-01-05,5,1,U0593,S098,19
R005597,2017-01-05,5,47,U0053,S075,27
R005598,2017-01-05,5,44,U0723,S015,26
R005599,2017-01-05,5,47,U0714,S068,16
R005600,2017-01-05,5,10,U0608,S042,34
R005601,2017-01-05,5,45,U0358,S034,59
R005602,2017-01-05,5,0,U0084,S072,19
R005603,2017-01-05,5,3,U0213,S069,17
R005604,2017-01-05,5,0,U0221,S008,33
R005605,2017-01-05,5,22,U0192,S050,25
R005606,2017-01-05,5,59,U0255,S040,54
R005607,2017-01-05,5,12,U0948,S040,31
R005608,2017-01-05,5,47,U0074,S097,49
R005609,2017-01-05,5,10,U0048,S018,28
R005610,2017-01-05,5,34,U0451,S087,22
R005611,2017-01-05,5,21,U0645,S001,33
R005612,2017-01-05,5,12,U0938,S006,46
R005613,2017-01-05,5,34,U0910,S050,47
R005614,2017-01-05,5,25,U0909,S023,51
R005615,2017-01-05,5,12,U0237,S073,59
R005616,2017-01-05,5,55,U0810,S065,22
R005617,2017-01-05,5,6,U0268,S064,20
R005618,2017-01-05,5,0,U0058,S057,45
R005619,2017-01-05,5,20,U0874,S082,54
R005620,2017-01-05,5,40,U0692,S068,43
R005621,2017-01-05,5,2,U0138,S062,24
R005622,2017-01-05,5,20,U0190,S032,41
R005623,2017-01-05,5,51,U0909,S041,52
R005624,2017-01-05,5,11,U0167,S067,54
R005625,2017-01-05,5,17,U0160,S042,53
R005626,2017-01-05,6,54,U0291,S021,24
R005627,2017-01-05,6,19,U0601,S026,59
R005628,2017-01-05,6,7,U0955,S029,40
R005629,2017-01-05,6,26,U0402,S092,39
R005630,2017-01-05,6,29,U0614,S078,38
R005631,2017-01-05,6,15,U0762,S020,59
R005632,2017-01-05,6,18,U0001,S013,40
R005633,2017-01-05,6,53,U0575,S087,49
R005634,2017-01-05,6,29,U0985,S070,39
R005635,2017-01-05,6,33,U0741,S066,25
R005636,2017-01-05,6,40,U0175,S094,54
R005637,2017-01-05,6,21,U0976,S029,37
R005638,2017-01-05,6,13,U0460,S045,51
R005639,2017-01-05,6,25,U0901,S024,21
R005640,2017-01-05,6,46,U0865,S060,23
R005641,2017-01-05,6,37,U0663,S095,35
R005642,2017-01-05,6,34,U0280,S077,43
R005643,2017-01-05,6,51,U0707,S094,28
R005644,2017-01-05,6,34,U0835,S009,34
R005645,2017-01-05,6,6,U0624,S068,54
R005646,2017-01-05,6,24,U0825,S062,47
R005647,2017-01-05,6,18,U0660,S042,52
R005648,2017-01-05,6,49,U0079,S091,51
R005649,2017-01-05,6,37,U0066,S098,25
